ProductionID,ProductID,ProductionDate,PlannedQuantity,ActualQuantity,ProductionCost,DowntimeMinutes,QualityDefects
605,36,24/02/23,96,88,8364.76,119,1
606,23,25/11/22,714,608,13460.16,168,38
607,18,03/06/22,221,196,1801.32,93,6
608,128,16/12/22,768,703,6810.79,36,26
609,64,23/08/23,460,468,7363.19,166,16
610,139,22/08/23,599,620,11031.65,114,20
611,347,30/09/23,607,613,10470.39,7,35
612,16,18/05/24,561,496,4285.84,103,6
613,314,02/01/22,548,507,5348.33,150,14
614,145,23/11/24,369,361,3092.7,94,5
615,345,24/08/23,646,595,4894.1,41,35
616,42,18/07/23,464,430,3130.75,144,18
617,39,15/04/24,480,415,6841.55,148,20
618,244,21/10/24,420,404,10944.46,70,4
619,120,14/04/24,565,520,2913.03,122,21
620,53,30/07/23,54,53,3294.41,140,1
621,308,11/04/22,745,771,8745.55,116,17
622,229,07/09/24,233,234,12594.46,67,13
623,63,20/05/23,241,229,6525.59,87,8
624,107,06/11/22,143,141,3787.66,121,1
625,160,26/03/24,175,166,10694.15,120,5
626,177,27/09/24,599,584,9131.35,57,14
627,228,12/08/22,607,548,9180.24,72,10
628,165,15/03/23,363,342,6097.24,78,19
629,165,25/09/22,315,287,3295.9,111,10
630,98,01/12/24,155,151,6684.26,170,6
631,223,14/07/23,282,290,4002.19,55,10
632,380,10/07/23,681,665,9699.3,101,36
633,296,01/01/23,236,241,14364.24,80,12
634,73,04/09/23,60,60,7630.24,61,0
635,304,08/07/23,687,671,4793.58,34,23
636,264,13/10/22,670,610,4603.86,172,11
637,358,23/04/24,457,446,8300.38,59,11
638,258,18/08/22,752,737,7561.3,47,49
639,313,30/06/24,445,409,7266.31,88,13
640,133,28/05/22,418,413,11152.35,174,6
641,214,04/05/22,450,400,11356.76,4,10
642,224,06/08/22,196,202,2030.59,132,8
643,26,18/04/23,119,117,5542.12,56,7
644,292,15/05/24,90,80,3198.2,86,2
645,38,18/02/24,574,602,2892.99,139,39
646,145,23/12/24,93,93,4211.37,146,2
647,20,23/07/24,428,447,3023.62,62,3
648,325,21/08/22,231,202,13403.58,25,4
649,370,05/09/23,303,263,5117.91,179,3
650,205,09/11/24,640,621,12279.55,69,17
651,73,29/04/24,316,314,5588.98,21,8
652,31,21/03/22,370,348,14293.88,104,20
653,220,06/10/23,419,405,10329.62,117,10
654,392,19/01/24,172,172,1313.41,80,6
655,268,07/07/23,662,686,2373.27,173,3
656,172,27/05/24,690,679,3293.15,132,35
657,181,13/09/22,699,714,5465.8,74,36
658,211,03/09/24,752,687,3592.37,19,45
659,130,04/02/24,352,327,2662.8,61,1
660,340,21/02/22,140,119,5145.23,178,7
661,151,10/10/23,667,629,5695.39,164,40
662,223,29/05/23,743,696,11325.67,143,13
663,172,26/11/24,658,635,2091.06,66,8
664,141,27/12/22,457,409,3342.83,97,27
665,40,24/04/24,79,67,9428.71,106,4
666,69,16/07/23,777,737,10392.54,108,34
667,385,11/05/24,531,473,9314.97,66,25
668,233,13/07/22,760,792,5177.1,34,16
669,221,01/09/23,594,587,14559.12,148,39
670,3,01/09/23,155,141,8177.32,3,3
671,391,18/11/24,149,141,14807.44,142,8
672,43,13/03/22,323,327,13716.98,90,19
673,193,30/07/23,420,383,8804.5,170,6
674,263,28/03/24,225,195,3171.5,151,7
675,297,02/11/22,460,449,3971.82,61,28
676,162,01/07/22,280,258,6079.98,105,17
677,293,11/04/22,101,99,10892.55,109,1
678,356,10/11/24,692,669,1588.88,108,1
679,307,02/09/24,426,406,3002.94,25,13
680,104,25/04/22,535,506,7696.3,162,25
681,266,24/06/22,730,732,14886.2,45,45
682,84,28/02/23,643,563,2191.66,44,16
683,325,09/11/23,577,518,14882.51,8,9
684,267,28/04/23,734,714,1093.94,96,17
685,391,01/03/23,271,259,1542.59,63,13
686,60,26/08/22,789,752,3842.25,42,13
687,369,24/05/22,192,196,3148.5,29,8
688,94,21/08/22,164,155,13701.25,140,4
689,215,26/05/22,640,649,3396.27,122,1
690,228,20/06/23,173,160,1165.98,80,7
691,160,05/05/22,721,625,13694.58,34,7
692,45,11/05/24,649,642,8688.5,7,39
693,185,19/01/22,386,353,10585.3,180,20
694,128,14/07/22,727,651,12442.36,22,6
695,53,25/09/22,788,770,12929.57,100,11
696,152,03/06/22,361,330,6588.2,47,16
697,137,26/07/24,410,379,4499.69,152,22
698,71,30/07/23,324,317,3273.93,83,15
699,122,27/08/23,556,578,3041.22,113,35
700,50,13/08/24,344,341,11524.76,142,4
701,382,07/08/23,759,689,4900.6,130,16
702,398,01/11/23,495,491,9315.37,100,11
703,323,02/07/22,638,556,14760.48,136,18
704,125,30/03/23,524,546,6938.58,13,4
705,76,27/01/22,177,176,12243.54,60,3
706,387,14/10/22,338,314,8599.93,45,2
707,356,22/02/23,174,148,9584.79,93,9
708,180,23/05/22,411,361,9910.47,41,9
709,172,12/05/23,470,450,4590.34,41,29
710,30,18/08/24,289,277,6166.57,25,3
711,363,08/04/22,167,147,9831.26,125,5
712,18,30/08/24,255,249,11469.34,64,5
713,250,23/04/22,171,164,4773.67,44,9
714,382,22/09/23,730,751,2157.44,125,7
715,231,04/09/22,54,48,12412.62,70,2
716,98,19/10/24,659,650,11499.62,68,32
717,276,21/01/22,124,116,13305.47,5,3
718,112,11/09/24,486,476,10925.54,49,12
719,210,18/03/22,489,472,10103.4,102,19
720,67,22/10/23,431,441,12400.01,33,1
721,49,07/07/24,377,323,6229.86,179,8
722,182,09/04/24,373,357,5934.92,135,16
723,125,12/03/22,224,211,1560.68,27,6
724,234,11/03/23,497,465,6822.92,44,11
725,182,29/11/23,465,465,3432.12,86,4
726,188,20/06/22,492,460,11303.69,136,9
727,209,18/08/23,218,197,6172.57,17,5
728,232,20/01/22,658,617,3613.2,86,18
729,241,24/08/22,100,95,3609.7,78,1
730,128,07/05/23,688,608,5769.46,94,17
731,134,05/02/22,254,253,8256.13,38,9
732,332,02/02/22,614,602,8585.62,175,5
733,249,12/09/23,708,602,10568.01,88,4
734,43,29/08/24,498,499,1451.11,21,1
735,206,29/08/24,59,53,11884.81,146,1
736,270,10/04/22,531,482,5166.54,20,24
737,110,16/10/23,241,208,13026.15,95,10
738,174,06/01/22,85,86,9717.27,179,2
739,16,05/08/24,416,434,1809.2,91,17
740,129,07/04/24,215,208,4543.32,132,1
741,120,02/03/23,264,233,13997.92,6,3
742,81,01/03/23,536,495,2298.56,28,1
743,262,05/08/24,686,605,11265.46,16,29
744,39,16/09/22,562,508,14346.32,10,17
745,285,18/03/23,327,340,1270.19,113,21
746,73,21/10/24,594,578,13930.93,172,8
747,317,27/06/23,613,602,14516.84,96,13
748,135,06/09/24,82,71,14178.07,109,2
749,305,21/06/22,769,674,4845.75,2,36
750,45,24/11/23,726,628,2901.12,137,25
751,195,06/11/22,762,701,13316.19,15,14
752,163,23/02/22,183,181,14636.9,71,2
753,284,20/02/24,752,657,13488.13,139,21
754,318,12/11/24,223,222,1544.32,1,7
755,168,08/01/22,541,558,5570.57,172,25
756,312,16/03/24,459,474,4624.91,89,2
757,132,08/09/24,101,92,7094.28,96,6
758,107,26/01/24,531,527,2270.52,93,11
759,392,29/08/24,138,118,9080.21,169,0
760,139,20/01/23,556,512,1742.38,7,30
761,155,21/09/22,680,606,14132.09,50,36
762,238,15/08/22,274,276,1646.26,9,9
763,155,30/01/22,311,299,4744.62,130,12
764,301,11/11/24,763,762,9914.48,3,41
765,133,17/02/24,778,693,5827.28,92,32
766,262,07/04/23,698,625,1658.03,130,29
767,236,23/12/22,745,658,4619.55,145,24
768,239,16/03/22,516,484,5639.48,101,25
769,11,08/12/22,496,463,4607.87,31,29
770,178,01/07/24,491,455,9190.6,79,11
771,272,25/10/22,315,297,13101.85,159,13
772,261,24/10/24,240,222,12182.68,172,13
773,178,16/06/23,374,341,3491.96,138,16
774,166,08/02/22,356,363,10588.8,23,21
775,177,06/09/24,59,51,1297.88,13,2
776,329,30/12/23,190,180,4850.21,66,9
777,290,06/06/24,436,401,9955.8,51,5
778,116,03/11/24,466,462,10959.32,12,18
779,192,21/04/22,189,185,5726.2,32,4
780,386,31/08/22,531,487,13240.82,124,9
781,305,18/05/22,125,109,4788.83,157,5
782,31,10/10/23,496,430,5322.84,92,23
783,230,01/05/23,571,524,7104,78,22
784,151,02/03/22,66,57,10116.92,118,3
785,198,04/08/24,249,246,6296.38,162,15
786,256,05/10/23,524,473,8626.53,14,11
787,197,22/10/24,357,367,14343.73,66,14
788,180,18/05/24,571,534,4058.34,104,19
789,189,18/11/22,482,435,7002.82,77,8
790,369,01/01/22,300,273,7705.25,98,2
791,273,05/12/22,537,547,13774.51,132,1
792,313,30/11/23,116,112,6409.05,162,7
793,371,09/08/22,200,200,5778.92,16,0
794,398,13/09/23,498,475,10246.19,151,16
795,60,15/01/24,335,284,2293.92,125,4
796,14,31/03/23,549,572,8712.03,178,2
797,232,19/09/22,269,247,8997.63,167,11
798,201,09/09/23,377,340,14504.11,176,9
799,231,01/09/22,753,710,6271.7,164,28
800,74,25/02/23,553,506,6493.93,177,12
801,3,25/12/23,199,204,10679.29,18,12
802,344,21/07/23,409,353,3873.88,72,23
803,398,09/11/24,101,104,1914.15,103,5
804,32,11/06/23,315,282,2620.64,112,3
805,283,08/08/22,728,761,4225.89,83,20
806,391,25/10/23,496,456,9970.15,162,12
807,263,06/10/23,500,522,7687.66,80,14
808,248,14/08/24,735,633,6061.63,148,29
809,339,22/01/22,138,123,3724.99,66,2
810,101,13/01/22,546,522,1870.73,33,18
811,177,20/05/24,72,71,13942.32,151,1
812,2,23/11/22,544,476,2916.8,132,13
813,170,06/03/23,789,791,5405.79,157,32
814,243,17/01/24,370,361,14416.52,142,21
815,24,19/06/23,691,669,12140.86,174,31
816,33,17/02/22,670,700,6729.92,54,42
817,342,21/02/24,172,152,4366.45,140,0
818,393,17/04/23,749,715,2736.08,140,45
819,290,22/09/22,672,677,14679.52,62,1
820,213,13/05/22,223,208,11974.07,26,1
821,294,05/03/23,421,433,5584.72,24,2
822,58,06/01/22,456,426,8987.04,17,13
823,44,28/06/24,310,276,14310.23,76,5
824,371,20/01/22,511,513,11073.02,146,26
825,329,25/09/23,724,664,10042.94,42,30
826,19,21/04/24,253,225,11313.18,145,11
827,362,16/09/24,276,245,9461.71,130,15
828,49,10/02/23,288,258,10525.14,127,10
829,124,11/07/24,252,228,13038.17,167,3
830,393,14/07/23,547,569,5748.11,121,31
831,139,10/01/24,766,720,3753.1,147,41
832,19,26/02/24,287,253,5404.48,92,5
833,145,15/11/22,672,573,12263.02,49,1
834,41,31/07/24,222,218,13259.48,114,7
835,156,11/11/22,682,583,8975.9,127,23
836,49,26/06/22,95,88,8159.12,85,3
837,265,17/04/22,395,345,3710.12,29,1
838,60,26/04/22,321,290,4669.41,156,6
839,175,08/12/23,785,729,10364.93,169,47
840,333,17/10/23,397,383,11189.15,151,15
841,84,03/06/22,740,659,2093.83,149,0
842,170,05/07/22,261,255,12419.81,14,5
843,13,14/04/22,131,131,3477.87,117,4
844,314,06/12/24,229,206,6871.32,47,11
845,118,26/04/22,558,489,14264.51,114,9
846,133,26/07/23,616,591,9255.25,95,11
847,59,16/10/24,380,358,12896.59,2,12
848,347,08/01/22,66,56,6840.57,96,3
849,88,25/03/24,647,641,14908.14,99,10
850,187,12/07/24,253,264,12474.56,22,4
851,299,03/05/22,203,209,2726.83,90,13
852,117,17/06/23,133,139,3805.86,3,7
853,198,18/01/23,505,475,8562.59,21,28
854,159,15/05/23,719,647,1302.5,128,25
855,280,12/01/23,347,335,12503.96,21,20
856,204,03/10/24,653,617,1355.83,33,25
857,69,24/03/24,685,663,13288.14,83,42
858,203,09/10/24,67,63,11585.76,153,1
859,356,03/03/23,217,218,5647.97,60,6
860,190,16/09/24,616,642,12296.94,118,4
861,51,03/06/23,507,521,3698.18,24,29
862,51,23/01/23,307,279,13214.31,10,2
863,162,23/01/22,154,157,7789.72,167,4
864,285,16/03/23,421,431,8367.23,114,25
865,10,27/08/24,625,606,12981.36,44,7
866,174,11/12/23,599,565,3792.62,90,5
867,75,26/12/23,682,663,6805.29,8,7
868,41,08/01/24,710,610,13890.4,44,4
869,365,20/09/24,715,700,14138.34,40,0
870,117,18/11/23,628,628,13517.54,162,22
871,67,07/11/22,364,343,4256.4,24,14
872,85,03/08/22,150,154,5097.9,33,5
873,202,24/10/23,408,394,10901.03,74,26
874,175,18/04/23,206,195,5575.29,134,10
875,156,11/04/23,274,243,3796.14,12,3
876,53,21/08/24,596,537,11326.16,65,24
877,283,11/08/24,534,550,12752.44,66,24
878,166,04/09/23,686,705,13525.69,124,17
879,194,10/04/24,386,377,10232.59,111,24
880,163,01/07/23,591,516,10105.04,41,10
881,239,13/11/24,244,214,3593.16,92,10
882,192,12/01/22,614,530,10751.23,145,23
883,176,30/08/24,207,198,11533.4,161,12
884,178,09/10/22,195,181,3581.42,54,8
885,129,27/11/24,100,103,3315.77,57,4
886,272,01/09/23,58,59,14684.58,93,3
887,190,17/06/23,463,479,7200.3,89,31
888,175,01/09/24,482,437,10004.8,91,14
889,108,26/06/24,184,162,9976.69,56,1
890,20,24/02/23,250,227,8058.73,54,12
891,240,08/01/24,755,745,13831.07,86,33
892,18,07/09/22,764,746,12510,31,49
893,283,19/06/23,112,103,8301.55,146,5
894,129,03/04/24,161,164,2941.13,86,10
895,324,07/04/22,77,73,10818.59,96,4
896,395,16/11/22,303,258,5768.15,12,17
897,117,06/06/22,524,448,13855.38,5,25
898,336,21/11/24,133,117,7882.03,52,3
899,218,31/07/24,552,558,11278.97,118,17
900,14,29/05/23,641,611,3983.31,172,20
901,55,22/01/24,628,541,11666.21,106,14
902,140,30/09/23,712,646,7045.56,68,19
903,55,25/04/23,65,62,12944.38,58,4
904,271,20/11/22,552,479,5008.66,74,10
905,363,27/08/22,367,369,2530.37,26,7
906,19,03/08/24,510,487,3794.69,149,17
907,20,02/02/23,98,87,6023.26,79,4
908,331,08/02/23,309,289,4961.25,39,7
909,195,17/01/22,111,103,13699.19,15,2
910,203,06/09/23,77,80,12402.69,94,5
911,153,25/02/22,583,502,7201.54,156,5
912,86,08/06/22,157,159,2265.71,128,10
913,179,07/11/23,679,686,6334.21,111,22
914,43,21/01/22,413,424,8640.41,158,22
915,148,13/04/23,238,203,8690.65,68,4
916,152,01/10/23,224,216,3434.77,120,10
917,137,30/11/22,636,552,12051.71,30,1
918,209,03/08/22,120,108,11051.81,76,5
919,268,12/12/22,448,396,6695.87,148,21
920,385,24/09/24,109,92,7986.17,166,5
921,58,06/10/22,215,185,9781.06,167,6
922,289,07/06/24,384,402,5178.45,133,11
923,267,24/01/24,788,683,3404.23,157,3
924,389,12/10/23,583,586,8006.39,106,14
925,96,11/08/22,739,677,8898.09,30,36
926,294,20/11/23,464,473,8483.47,47,2
927,302,11/02/22,797,813,10099.29,136,34
928,247,07/05/24,715,707,4668.74,116,11
929,125,28/01/22,435,399,11064.25,45,21
930,189,25/07/23,212,219,14872.4,153,0
931,216,24/06/22,246,247,3928.57,178,2
932,138,21/12/22,460,427,14286.76,172,10
933,53,08/12/23,461,400,14150.71,51,2
934,227,08/05/22,77,68,11950.86,166,1
935,28,17/02/24,763,700,4736.69,5,33
936,70,30/12/23,345,359,8464.81,50,16
937,292,29/04/23,349,305,5985.01,119,15
938,57,15/06/22,347,305,13060.27,100,3
939,287,05/08/22,675,643,10419.18,160,40
940,141,07/01/22,699,603,8125.33,23,11
941,356,20/11/22,423,368,11950.8,104,15
942,78,23/06/23,483,499,6718.93,95,11
943,204,08/05/24,763,705,9894.06,133,17
944,286,14/01/22,438,451,1511.83,32,24
945,247,09/07/22,548,493,11629.31,61,1
946,109,05/07/22,736,688,10122.48,108,30
947,177,20/12/22,240,233,4506.16,29,9
948,87,29/09/24,541,555,11248.67,31,29
949,173,25/12/23,730,658,3060.64,36,12
950,26,29/03/22,534,463,5651.42,68,3
951,215,06/10/22,447,408,4894.7,143,17
952,132,13/04/22,258,220,7857,14,7
953,324,07/04/23,273,261,9274.86,105,9
954,38,24/12/24,239,210,12295.27,148,10
955,224,21/08/23,517,446,6966.63,158,29
956,387,20/09/24,703,680,1220.17,179,41
957,237,15/01/23,635,607,10105.49,41,18
958,68,11/10/24,564,579,2612.22,5,31
959,17,23/06/23,391,370,10346.37,143,12
960,103,19/10/22,85,75,8613.33,132,1
961,346,04/02/22,576,572,12885.98,59,3
962,175,02/03/23,142,148,5294.81,18,3
963,148,06/12/24,550,507,10493.39,147,16
964,51,07/05/23,787,807,12234.04,129,16
965,361,09/02/22,411,372,6623.77,67,0
966,138,24/04/24,732,695,11533.77,124,13
967,51,21/10/22,752,696,6664.49,135,44
968,114,30/06/22,406,408,6215.14,105,12
969,397,05/05/22,470,460,12423.77,179,23
970,273,25/07/22,782,815,8658.76,105,2
971,155,12/08/22,124,128,5857.53,97,8
972,17,06/04/24,678,604,5663.54,53,20
973,102,01/11/23,147,151,6842.95,115,2
974,83,21/03/23,701,688,12312.96,25,35
975,253,22/11/23,99,102,8819.1,38,5
976,373,24/04/22,201,185,5464.15,170,4
977,28,13/04/24,758,717,13606.47,91,21
978,15,16/11/24,754,662,6753.7,78,13
979,50,31/08/24,356,345,8437.81,153,1
980,85,18/08/23,97,84,12007.74,68,4
981,6,27/05/24,371,347,11869.09,54,23
982,10,09/04/23,584,549,4972.99,169,1
983,33,25/12/23,146,136,7928.49,132,6
984,200,23/01/23,226,198,14142.22,146,5
985,20,08/11/24,450,426,7170.91,6,24
986,258,30/05/22,346,295,2650.39,93,15
987,277,08/03/22,418,361,11933.12,132,22
988,378,09/07/24,582,572,14897,90,3
989,226,24/02/23,497,491,7157.21,42,8
990,201,28/02/23,606,595,1578.98,70,7
991,357,29/02/24,165,170,6882.11,101,7
992,153,05/07/24,377,323,2834.64,144,3
993,57,30/12/24,539,515,12177.15,159,27
994,50,16/02/23,157,145,12040.16,79,8
995,87,23/05/23,189,192,3214.32,83,7
996,17,13/06/24,492,476,2466.05,101,13
997,316,23/02/23,677,631,12069.38,72,7
998,400,29/12/22,357,354,4548.61,72,8
999,105,22/02/22,113,102,14116.92,171,3
1000,340,14/10/22,754,756,1482.88,46,38
1001,49,22/01/23,723,652,9290.14,22,30
1002,269,26/03/24,220,196,14174.8,145,6
1003,148,27/03/22,694,673,3047.79,5,13
1004,82,07/08/24,84,85,9735.45,23,2
1005,384,27/08/24,50,47,4548.72,64,1
1006,308,01/12/22,250,245,5396.38,99,10
1007,63,19/05/24,553,489,8613.51,59,20
1008,101,25/06/24,762,729,8925.11,162,12
1009,72,21/09/23,542,541,4799.34,134,0
1010,40,11/09/23,770,797,8137.77,62,22
1011,389,26/01/23,243,242,10797.39,145,13
1012,234,24/08/24,301,263,4883.93,114,13
1013,221,22/08/24,140,128,12773.85,161,5
1014,28,26/09/23,800,798,5713.57,60,46
1015,387,06/07/22,527,495,6045.6,30,25
1016,356,18/04/23,212,187,10326.88,116,4
1017,305,10/01/22,711,638,1344.62,15,29
1018,310,25/07/23,510,435,5210.46,104,18
1019,39,20/11/23,534,456,1457.93,85,14
1020,315,17/04/24,490,505,6508.7,42,28
1021,116,28/04/22,201,171,11355.2,88,6
1022,368,19/09/22,475,433,1770.06,169,14
1023,199,11/01/24,433,418,6942.5,76,23
1024,148,17/06/22,62,64,11291.53,21,4
1025,230,19/01/24,732,660,12140.92,177,21
1026,77,04/06/22,241,207,5426.18,115,6
1027,340,27/09/22,588,593,8161.67,43,19
1028,310,25/10/24,436,393,6644.34,64,15
1029,90,07/01/24,575,535,2993.84,150,19
1030,228,04/03/24,747,638,9171.02,133,35
1031,343,13/04/24,481,475,12027.95,83,12
1032,333,05/01/23,537,507,2756.84,63,2
1033,75,11/09/23,236,222,9047.85,131,11
1034,187,11/08/23,119,103,10839.72,99,1
1035,5,22/11/24,471,440,3453.27,67,5
1036,64,31/07/24,585,582,12318.9,42,3
1037,290,09/09/23,546,557,5527.81,113,28
1038,40,24/07/24,68,66,6926.33,66,2
1039,130,08/02/22,145,141,4287.36,146,3
1040,200,18/01/23,236,224,13400.18,10,6
1041,144,04/08/23,457,399,11059.64,180,15
1042,248,13/08/22,235,224,7700.59,69,9
1043,193,25/10/23,342,320,1637.09,37,11
1044,215,30/12/24,779,722,11141.08,136,38
1045,171,16/02/22,174,157,13377.66,72,3
1046,204,31/07/24,382,324,12140.31,53,9
1047,327,02/08/22,501,433,8982.15,69,2
1048,373,28/11/24,467,450,12712.62,92,29
1049,5,20/06/23,598,616,6423.35,97,8
1050,275,01/09/24,668,656,7495.47,24,36
1051,363,14/03/24,169,165,13325.24,105,3
1052,257,16/08/23,727,714,6089.06,173,30
1053,240,07/06/24,77,78,11340.93,165,2
1054,377,06/09/22,585,501,6701.79,93,32
1055,270,13/09/24,724,679,9976.04,38,30
1056,173,14/11/22,669,647,2009.73,17,18
1057,78,25/04/22,487,421,5686.06,63,25
1058,97,17/04/23,141,140,4306.18,157,0
1059,330,04/06/23,55,47,7687.88,46,2
1060,102,16/05/24,410,390,1319.21,113,3
1061,333,11/10/23,571,590,6666.4,85,0
1062,196,02/02/24,111,103,8516.42,148,5
1063,394,11/08/24,656,687,9740.89,129,15
1064,119,29/09/23,414,390,5775.23,131,18
1065,330,10/12/23,741,709,3049.47,175,5
1066,89,15/03/24,221,205,11434.38,71,11
1067,45,26/12/22,215,199,1879.48,137,1
1068,113,13/07/24,296,260,1903.19,71,9
1069,73,22/08/24,263,238,12431.03,33,12
1070,51,26/09/23,301,292,2698.49,21,13
1071,219,08/02/22,487,493,7410.87,135,31
1072,49,23/01/23,255,245,10825.26,96,4
1073,28,16/06/23,139,119,9809.59,21,6
1074,159,29/11/24,507,501,11141.93,47,3
1075,321,11/04/24,199,205,3925.78,74,13
1076,381,17/01/23,267,253,13847.49,111,9
1077,109,13/02/24,343,330,14049.69,34,14
1078,269,27/01/22,353,320,6307.22,77,20
1079,125,23/04/23,618,544,5412.5,143,14
1080,294,30/10/24,485,471,9940.23,106,9
1081,218,24/12/24,75,66,13187.11,166,3
1082,354,01/09/24,470,492,12657.78,84,31
1083,8,28/09/22,101,93,5767.42,39,3
1084,72,13/05/23,560,556,2263.01,178,36
1085,208,21/04/23,298,269,4815.34,2,1
1086,371,15/08/22,342,301,2050.51,135,16
1087,351,06/12/23,90,92,4668.36,16,2
1088,342,27/09/22,642,653,2264.66,176,4
1089,46,25/04/24,344,297,2327.89,67,2
1090,11,10/10/24,460,407,9200.04,6,6
1091,298,14/12/22,742,706,7316.9,123,24
1092,386,27/05/24,708,685,8247.47,66,22
1093,5,29/03/23,716,698,14695.76,136,24
1094,291,10/04/23,614,610,13131.78,161,35
1095,135,11/12/22,557,561,8592.93,129,1
1096,320,28/09/24,785,804,14350.08,146,42
1097,264,16/11/23,758,734,12530.83,101,3
1098,140,09/09/23,267,261,12370.34,75,8
1099,39,17/07/22,277,285,9607.13,44,17
1100,344,24/03/23,583,532,2947.81,10,35
1101,88,29/06/22,532,514,5365.4,50,22
1102,388,06/06/23,375,361,11509.47,94,9
1103,274,03/07/22,192,172,1099.19,175,2
1104,95,17/10/22,139,121,13006.19,160,8
1105,148,08/09/22,163,160,11510.67,10,0
1106,100,07/04/24,435,437,2167.28,54,2
1107,340,28/07/22,621,530,14170.95,46,2
1108,255,01/08/24,734,757,9448.96,157,31
1109,30,06/11/23,437,387,6476.82,146,19
1110,131,18/09/23,403,405,1893.79,85,23
1111,364,18/12/24,659,570,2949.06,66,4
1112,50,24/12/22,108,95,13974,2,0
1113,252,21/03/23,405,384,11093.84,108,9
1114,38,18/12/22,177,151,9629.69,90,10
1115,3,01/06/24,675,586,4975.05,104,4
1116,357,30/04/22,56,51,5707.31,83,1
1117,144,22/10/24,258,248,12006.27,45,15
1118,192,10/03/22,759,788,12055.59,23,10
1119,89,13/09/22,346,353,14237.72,99,18
1120,169,29/07/22,245,224,9147.33,59,9
1121,285,04/09/24,204,186,14987.44,22,10
1122,163,11/03/23,377,354,7356.87,50,1
1123,362,15/12/23,159,140,5312.88,45,1
1124,145,10/09/22,563,492,1321.84,105,29
1125,197,05/11/24,652,652,13048.83,78,32
1126,46,04/05/24,173,180,9348.22,62,4
1127,306,02/05/23,620,581,1114.61,160,24
1128,292,06/06/24,746,650,3811.57,61,18
1129,245,23/08/23,358,365,6719.17,21,5
1130,53,03/12/23,631,584,7471.91,143,30
