ShipmentID,OrderID,CarrierID,WarehouseID,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ShippingCost,ShipmentStatus,TrackingNumber
342,495,23,4,10/10/22,17/10/22,,29.46,In Transit,TRK839151286
343,496,10,3,19/07/22,29/07/22,03/08/22,49.11,In Transit,TRK260919458
344,497,17,13,10/06/22,17/06/22,,37.25,Delivered,TRK478340404
345,498,14,3,03/11/22,12/11/22,,9.59,Delivered,TRK913459017
346,499,1,5,03/04/22,09/04/22,11/04/22,30.73,Delivered,TRK479032891
347,502,17,18,11/04/23,13/04/23,14/04/23,14.96,Delivered,TRK307081719
348,503,8,4,27/08/22,30/08/22,05/09/22,31.33,Delivered,TRK559866764
349,504,6,17,11/09/24,18/09/24,18/09/24,5.6,In Transit,TRK714580650
350,505,23,18,25/07/22,30/07/22,,22.16,Delivered,TRK224606547
351,506,16,14,02/03/22,04/03/22,,26.54,Delivered,TRK602651236
352,507,7,18,13/09/24,16/09/24,17/09/24,46.37,Delivered,TRK393745659
353,508,4,7,22/04/23,29/04/23,30/04/23,37.43,Delivered,TRK414429999
354,510,17,3,27/11/22,28/11/22,29/11/22,20.3,Delivered,TRK268938891
355,511,14,16,12/08/22,14/08/22,13/08/22,17.58,Delivered,TRK473786698
356,512,5,12,04/11/24,05/11/24,04/11/24,23.65,Delivered,TRK922135830
357,513,21,1,17/06/23,18/06/23,20/06/23,8.71,Delivered,TRK171579613
358,514,21,19,12/08/23,18/08/23,20/08/23,36.28,In Transit,TRK898003945
359,515,21,19,12/05/24,20/05/24,,43.84,Delivered,TRK914961531
360,517,5,5,01/05/23,11/05/23,,24.63,Delivered,TRK612548967
361,519,18,15,20/09/23,26/09/23,,18.2,In Transit,TRK136818441
362,521,16,15,14/09/23,23/09/23,25/09/23,37.5,Delivered,TRK942406947
363,522,24,13,09/09/24,18/09/24,,21.7,Delivered,TRK445632571
364,523,10,5,08/08/22,11/08/22,12/08/22,29.48,Delivered,TRK493314135
365,524,7,3,03/03/24,12/03/24,,19.01,Delayed,TRK637692613
366,525,22,13,27/09/23,06/10/23,05/10/23,15.55,Delivered,TRK711297593
367,526,14,10,15/06/22,18/06/22,17/06/22,11.56,Delayed,TRK478499888
368,527,14,15,30/12/23,31/12/23,02/01/24,17.87,Delayed,TRK729844450
369,529,4,11,18/03/24,24/03/24,26/03/24,29.78,Delivered,TRK364265628
370,530,19,8,29/06/24,30/06/24,01/07/24,49.46,Delivered,TRK679592437
371,531,10,3,14/03/24,19/03/24,18/03/24,28.78,In Transit,TRK445372724
372,532,4,1,17/01/22,26/01/22,26/01/22,40.57,In Transit,TRK448875105
373,533,12,2,13/09/24,18/09/24,17/09/24,8.06,Delivered,TRK151776075
374,534,4,17,22/10/24,01/11/24,,49.97,In Transit,TRK500101919
375,535,9,16,08/07/23,15/07/23,,21.79,Delivered,TRK617294700
376,536,10,19,17/12/22,25/12/22,,14.18,In Transit,TRK215710203
377,539,17,15,21/10/22,31/10/22,,19.09,Delivered,TRK137264052
378,540,1,15,06/03/24,11/03/24,,13.58,Delivered,TRK380386648
379,541,10,7,19/12/24,25/12/24,25/12/24,47.85,Delivered,TRK699895630
380,542,10,6,03/11/24,12/11/24,14/11/24,8.05,In Transit,TRK107280652
381,543,9,8,29/07/24,06/08/24,06/08/24,14.86,In Transit,TRK654012894
382,544,14,11,03/12/23,13/12/23,13/12/23,47.03,Delivered,TRK675915696
383,546,24,11,03/10/23,08/10/23,11/10/23,21.26,In Transit,TRK518864769
384,547,25,17,15/02/22,22/02/22,23/02/22,31.97,Delivered,TRK222896555
385,548,7,4,02/04/24,10/04/24,,46.61,Delayed,TRK741459422
386,549,22,20,27/07/22,31/07/22,,28.26,In Transit,TRK316460598
387,550,5,14,08/02/24,14/02/24,14/02/24,6.69,Delivered,TRK710265055
388,552,3,20,28/10/23,31/10/23,30/10/23,29.92,Delivered,TRK869628662
389,554,16,14,23/08/22,31/08/22,,45.26,In Transit,TRK348185191
390,555,24,17,31/07/22,03/08/22,03/08/22,16.39,Delivered,TRK932080747
391,556,1,18,17/01/24,22/01/24,22/01/24,11.97,Delivered,TRK491395811
392,557,11,2,18/11/24,28/11/24,,49,Delivered,TRK707801982
393,558,20,4,13/02/23,18/02/23,17/02/23,49.37,Delayed,TRK188914365
394,560,9,10,01/12/22,08/12/22,,35.9,In Transit,TRK995063319
395,561,21,4,08/12/22,13/12/22,13/12/22,25.43,Delivered,TRK619448613
396,562,11,1,18/06/24,22/06/24,24/06/24,36.33,Delivered,TRK633680114
397,563,6,10,21/05/22,26/05/22,25/05/22,18.05,In Transit,TRK909002921
398,565,20,2,05/01/25,14/01/25,,8.23,Delivered,TRK974238705
399,566,4,1,05/04/23,06/04/23,07/04/23,32.69,Delivered,TRK387952440
400,568,18,7,26/06/24,29/06/24,30/06/24,48.38,Delivered,TRK268190388
401,569,5,18,17/04/23,26/04/23,25/04/23,25.77,Delivered,TRK704992618
402,570,17,15,08/12/24,09/12/24,14/12/24,31.23,Delivered,TRK680999977
403,571,14,13,07/01/23,16/01/23,17/01/23,38.29,In Transit,TRK455678981
404,572,16,20,15/10/24,22/10/24,24/10/24,16.32,In Transit,TRK519711559
405,573,17,1,24/05/23,25/05/23,,35.49,Delayed,TRK708920881
406,574,10,5,15/02/23,22/02/23,22/02/23,15.81,Delivered,TRK879638083
407,575,18,17,04/09/23,11/09/23,10/09/23,46.02,In Transit,TRK541780064
408,576,15,20,03/07/22,04/07/22,05/07/22,27.52,Delivered,TRK513117153
409,577,3,10,27/04/23,04/05/23,06/05/23,10.17,Delivered,TRK535551079
410,578,12,13,15/11/22,25/11/22,29/11/22,24.9,Delivered,TRK296908278
411,580,22,15,22/01/24,29/01/24,30/01/24,12.25,Delivered,TRK532785988
412,581,18,13,01/12/23,02/12/23,03/12/23,28.43,In Transit,TRK809398140
413,582,12,6,09/02/24,19/02/24,,6.75,Delivered,TRK715767194
414,584,9,14,24/09/24,25/09/24,25/09/24,20.84,In Transit,TRK784352925
415,586,9,20,12/04/22,14/04/22,15/04/22,41.6,Delivered,TRK691573852
416,587,12,19,10/07/24,11/07/24,10/07/24,14.02,Delivered,TRK991536336
417,588,1,15,10/04/22,14/04/22,21/04/22,24.03,Delivered,TRK753820457
418,589,3,7,22/01/22,28/01/22,29/01/22,47.2,Delivered,TRK791136435
419,590,11,19,20/10/24,26/10/24,28/10/24,44.62,In Transit,TRK553114537
420,592,15,18,03/04/24,11/04/24,13/04/24,38.97,Delayed,TRK266010438
421,594,20,20,25/08/23,30/08/23,29/08/23,48.98,Delivered,TRK431491521
422,595,23,19,29/11/23,02/12/23,,12.93,Delivered,TRK469006424
423,597,14,5,03/06/24,08/06/24,,8.41,Delivered,TRK243750270
424,600,25,2,25/08/22,26/08/22,25/08/22,18.72,In Transit,TRK201472381
425,601,14,2,03/05/24,04/05/24,04/05/24,28.16,Delivered,TRK476762308
426,603,5,8,08/05/22,10/05/22,11/05/22,36.03,In Transit,TRK311878704
427,604,25,10,29/07/24,30/07/24,30/07/24,18.43,Delivered,TRK484300161
428,605,25,3,09/11/24,18/11/24,,26.61,Delivered,TRK165413755
429,606,1,14,24/01/23,03/02/23,04/02/23,42.05,Delayed,TRK739256498
430,608,16,15,25/05/23,02/06/23,03/06/23,23.25,Delivered,TRK967646217
431,610,12,20,15/12/23,20/12/23,19/12/23,27.26,Delivered,TRK197702230
432,612,15,18,16/03/23,17/03/23,18/03/23,43.02,Delivered,TRK236436218
433,613,1,6,01/11/24,11/11/24,10/11/24,7.26,Delivered,TRK481377815
434,614,21,4,07/05/24,15/05/24,,44.83,In Transit,TRK351753386
435,616,25,9,22/10/22,23/10/22,22/10/22,40.72,Delivered,TRK995248204
436,617,15,20,29/12/23,02/01/24,,37.12,In Transit,TRK202956923
437,618,2,14,04/12/22,08/12/22,10/12/22,30.74,In Transit,TRK355718940
438,619,24,17,18/09/24,23/09/24,22/09/24,32.73,In Transit,TRK723007739
439,621,12,4,14/01/24,19/01/24,18/01/24,22.17,Delivered,TRK272458786
440,622,25,10,06/01/22,15/01/22,15/01/22,38.57,Lost,TRK537987653
441,623,4,16,23/09/24,01/10/24,08/10/24,9.99,Delivered,TRK988386394
442,625,7,6,04/02/22,05/02/22,04/02/22,28.7,Delivered,TRK354738217
443,626,25,18,16/05/24,24/05/24,25/05/24,23.82,Delivered,TRK683405296
444,628,23,17,25/07/23,02/08/23,03/08/23,25.94,Delivered,TRK967617226
445,629,16,1,26/03/24,05/04/24,,33.91,Delayed,TRK488301525
446,631,22,3,12/07/22,17/07/22,,8.6,In Transit,TRK587403108
447,632,8,15,25/09/23,04/10/23,,47.63,Delivered,TRK652221532
448,634,13,5,06/09/23,13/09/23,,11.77,Delivered,TRK779667380
449,635,12,14,06/03/23,09/03/23,10/03/23,25.8,In Transit,TRK599515630
450,636,7,5,11/11/23,21/11/23,20/11/23,15.29,Delivered,TRK202611247
451,637,11,17,09/03/23,10/03/23,12/03/23,27.97,Delivered,TRK149810657
452,638,24,12,04/03/22,12/03/22,14/03/22,30.88,Delivered,TRK721941307
453,639,12,4,19/10/24,20/10/24,,23.26,In Transit,TRK777604308
454,641,11,14,30/10/24,01/11/24,03/11/24,16.59,In Transit,TRK227752104
455,642,8,1,07/03/23,08/03/23,07/03/23,32.42,Delayed,TRK515141909
456,643,4,6,15/03/24,21/03/24,,20.42,Delivered,TRK127488627
457,646,2,6,27/06/22,05/07/22,,16.36,In Transit,TRK562773391
458,647,10,6,13/09/22,17/09/22,16/09/22,7.76,Delivered,TRK589082620
459,648,18,19,24/02/24,29/02/24,01/03/24,49.86,Delivered,TRK846504933
460,650,5,20,11/05/22,17/05/22,19/05/22,29.23,Delivered,TRK952977742
461,653,19,10,17/04/24,18/04/24,19/04/24,48.76,Delivered,TRK377394423
462,654,7,2,07/10/24,08/10/24,07/10/24,29.84,Delivered,TRK870182686
463,655,20,17,08/07/24,15/07/24,,24.76,Delivered,TRK249443683
464,657,6,4,27/12/22,31/12/22,01/01/23,6.33,Delivered,TRK855233373
465,658,7,17,17/04/22,20/04/22,22/04/22,6.45,In Transit,TRK664994886
466,659,19,3,31/01/22,09/02/22,10/02/22,35.16,Delivered,TRK131961028
467,661,11,8,26/04/24,27/04/24,,21.26,Delivered,TRK519639504
468,662,19,8,18/06/22,24/06/22,28/06/22,41.74,Delivered,TRK466966112
469,665,25,16,01/12/24,02/12/24,04/12/24,48.07,In Transit,TRK929291615
470,666,24,15,24/09/23,26/09/23,26/09/23,35.5,Delivered,TRK859309851
471,667,19,14,02/02/22,06/02/22,,8.58,Delivered,TRK719165436
472,671,3,17,03/05/24,08/05/24,,13.72,In Transit,TRK974762291
473,672,22,3,25/07/22,04/08/22,11/08/22,49.34,Delivered,TRK799012151
474,673,11,16,20/12/23,25/12/23,24/12/23,5.98,Delivered,TRK909564772
475,674,23,9,03/09/22,10/09/22,,25.91,In Transit,TRK364727982
476,676,7,7,15/07/24,19/07/24,19/07/24,28.11,Delivered,TRK643122412
477,677,18,20,10/03/24,15/03/24,16/03/24,15.88,Delivered,TRK227236263
478,678,4,19,05/06/24,09/06/24,08/06/24,17.67,Delivered,TRK314933322
479,679,1,1,24/02/23,26/02/23,27/02/23,6.86,Delivered,TRK386539803
480,680,15,7,19/10/22,26/10/22,,28.75,Delivered,TRK459841863
481,681,8,16,28/02/22,01/03/22,02/03/22,18.41,In Transit,TRK267478245
482,682,7,3,08/04/22,11/04/22,12/04/22,43.53,Delivered,TRK544968930
483,683,15,1,12/06/22,22/06/22,22/06/22,13.66,Delivered,TRK115998081
484,684,23,17,31/01/22,08/02/22,08/02/22,36.88,Delivered,TRK910546926
485,687,8,7,06/05/22,08/05/22,10/05/22,9.38,In Transit,TRK710284515
486,688,15,13,13/10/24,14/10/24,,9.6,Delivered,TRK428414154
487,689,12,2,18/05/22,24/05/22,26/05/22,49.05,Delivered,TRK468615560
488,690,25,4,11/06/22,19/06/22,,12.66,Delivered,TRK297357129
489,693,1,4,31/03/22,01/04/22,03/04/22,23.44,Delivered,TRK627908425
490,694,11,5,18/07/24,23/07/24,24/07/24,5.05,Delivered,TRK334575612
491,696,12,16,20/08/22,27/08/22,,23.15,Delivered,TRK556279946
492,698,14,17,28/05/24,02/06/24,,44.28,Delivered,TRK144241246
493,699,24,11,01/04/23,11/04/23,18/04/23,9.62,Delivered,TRK306615937
494,700,13,3,19/06/23,27/06/23,29/06/23,40.4,In Transit,TRK717304377
495,703,18,10,06/04/23,10/04/23,09/04/23,49.36,In Transit,TRK347452330
496,704,24,7,04/09/24,10/09/24,11/09/24,5.8,Delivered,TRK936279525
497,705,3,9,28/11/23,04/12/23,05/12/23,45.49,Delivered,TRK955072372
498,706,19,10,16/05/23,20/05/23,,23.45,In Transit,TRK388388575
499,707,20,1,28/06/22,30/06/22,,22,Delayed,TRK653383722
500,708,17,17,28/11/22,29/11/22,29/11/22,10.46,Delayed,TRK355569702
501,710,14,3,28/12/23,06/01/24,07/01/24,45.43,In Transit,TRK833955962
502,711,22,2,29/11/23,03/12/23,,47.09,In Transit,TRK673020630
503,715,24,16,19/01/23,24/01/23,26/01/23,22.1,In Transit,TRK843754356
504,716,3,11,29/12/24,02/01/25,01/01/25,44.7,Delivered,TRK381063925
505,717,24,18,26/10/23,29/10/23,29/10/23,34.07,In Transit,TRK786089130
506,719,8,13,27/07/23,28/07/23,,30.95,In Transit,TRK180770411
507,720,16,14,09/10/22,17/10/22,,8.75,Delivered,TRK163194323
508,722,1,18,28/10/23,03/11/23,03/11/23,5.44,In Transit,TRK479579854
509,723,6,9,16/08/23,21/08/23,22/08/23,40.88,Delivered,TRK984278617
510,724,21,5,25/07/23,30/07/23,29/07/23,34.77,Delivered,TRK869813459
511,725,6,14,17/04/24,25/04/24,27/04/24,36.36,In Transit,TRK100167045
512,726,7,13,28/08/22,03/09/22,02/09/22,45.34,In Transit,TRK793428697
513,727,15,7,10/02/23,13/02/23,15/02/23,17.65,In Transit,TRK675339793
514,729,20,11,06/02/22,15/02/22,17/02/22,40.9,Delivered,TRK785127182
515,730,4,5,07/06/22,11/06/22,,34.13,Delivered,TRK974202283
516,731,7,19,03/04/22,09/04/22,,19.11,Delivered,TRK106631693
517,735,3,12,12/08/22,22/08/22,21/08/22,34.31,In Transit,TRK336486461
518,736,12,6,12/04/22,15/04/22,14/04/22,25.55,Delivered,TRK748986854
519,737,6,11,22/02/24,28/02/24,28/02/24,38.72,Delivered,TRK414247890
520,738,5,11,18/12/23,19/12/23,,29.64,Delayed,TRK145958605
521,739,2,14,31/05/23,09/06/23,09/06/23,11.53,Delivered,TRK799679368
522,740,10,3,10/06/24,16/06/24,16/06/24,35.02,Delivered,TRK770545471
523,741,16,10,25/04/23,28/04/23,30/04/23,31.01,In Transit,TRK760100084
524,742,23,1,05/11/24,09/11/24,09/11/24,31.29,In Transit,TRK170770335
525,743,20,15,07/10/24,15/10/24,,32.23,Delivered,TRK917711298
526,744,23,3,07/10/22,15/10/22,,30.21,Delivered,TRK751344442
527,745,1,15,12/08/22,16/08/22,,22.39,Delivered,TRK297208077
528,746,20,20,20/07/24,26/07/24,,28.4,In Transit,TRK976282912
529,747,4,17,26/02/24,02/03/24,,5.27,In Transit,TRK333908046
530,748,25,12,26/11/24,28/11/24,27/11/24,21.01,Delivered,TRK957559933
531,749,21,10,27/04/22,29/04/22,29/04/22,7.91,Delivered,TRK118328393
532,750,18,16,19/05/24,23/05/24,,6.83,Delivered,TRK977023510
533,751,8,18,10/10/23,20/10/23,22/10/23,41.34,In Transit,TRK165189549
534,753,25,9,21/08/22,24/08/22,,12.15,In Transit,TRK890687606
535,754,3,9,05/03/24,12/03/24,16/03/24,27.2,Delivered,TRK968980320
536,755,4,17,26/04/23,05/05/23,05/05/23,29.56,In Transit,TRK346082147
537,756,19,16,11/05/23,12/05/23,12/05/23,36.75,Delivered,TRK407022061
538,759,21,11,23/12/22,25/12/22,24/12/22,13.34,Delivered,TRK278148840
539,760,22,5,05/05/22,13/05/22,,41.7,Delivered,TRK270478764
540,762,19,14,10/08/22,15/08/22,,30.33,Delivered,TRK450289714
541,763,7,20,26/01/23,02/02/23,08/02/23,46.29,Delayed,TRK967407296
542,764,11,17,17/09/24,24/09/24,,34.91,Delayed,TRK435342732
543,765,18,14,22/06/24,28/06/24,29/06/24,31.04,Delivered,TRK741647470
544,766,9,4,10/05/23,19/05/23,,37.49,Delivered,TRK895046895
545,767,24,6,03/09/24,04/09/24,03/09/24,25.16,Delivered,TRK483936141
546,768,1,17,17/11/24,18/11/24,20/11/24,36.24,Delivered,TRK956007741
547,771,11,6,27/10/23,02/11/23,02/11/23,26.12,Delivered,TRK247644282
548,772,8,8,19/08/24,26/08/24,26/08/24,32.75,Delivered,TRK742784125
549,774,11,7,08/08/23,18/08/23,19/08/23,32.59,Delivered,TRK621944167
550,777,5,19,05/06/24,13/06/24,12/06/24,24.88,Delayed,TRK752954288
551,778,24,3,20/04/23,26/04/23,,5.64,Delivered,TRK621516318
552,779,25,20,29/07/22,07/08/22,07/08/22,8.8,In Transit,TRK126230892
553,780,21,1,29/09/22,09/10/22,14/10/22,30.41,Delayed,TRK684379190
554,781,9,2,30/08/22,03/09/22,,18.19,Delivered,TRK754986795
555,782,7,16,13/02/23,16/02/23,17/02/23,6.21,Delivered,TRK912563118
556,783,25,4,15/06/22,23/06/22,24/06/22,23.51,Delivered,TRK983396188
557,784,24,6,17/12/22,26/12/22,26/12/22,41.55,Delayed,TRK343526640
558,785,8,12,18/01/22,25/01/22,27/01/22,48.64,Delayed,TRK127965877
559,786,15,8,26/01/24,04/02/24,08/02/24,29.57,Delivered,TRK875340184
560,787,1,17,01/03/24,11/03/24,10/03/24,46.89,Delivered,TRK950599698
561,788,1,17,28/08/22,07/09/22,,25.4,Delivered,TRK615365933
562,790,21,7,25/12/22,28/12/22,27/12/22,8.61,Delivered,TRK393009445
563,791,25,5,19/09/22,27/09/22,,17.64,Delivered,TRK157842463
564,792,8,17,17/03/22,20/03/22,21/03/22,23.03,Delivered,TRK581645383
565,794,18,4,23/08/22,27/08/22,29/08/22,12.78,In Transit,TRK731050130
566,795,11,18,02/09/22,11/09/22,12/09/22,17.7,Delivered,TRK256929708
567,796,23,18,12/09/23,17/09/23,18/09/23,6.83,In Transit,TRK174493520
568,798,24,13,08/11/24,17/11/24,24/11/24,16.07,Delivered,TRK870829114
569,799,18,15,07/06/24,16/06/24,,39.24,In Transit,TRK110457712
570,802,17,19,14/12/23,15/12/23,,39.55,In Transit,TRK491428744
571,805,10,20,15/06/24,20/06/24,,17.7,In Transit,TRK330053175
572,806,20,12,11/08/22,19/08/22,20/08/22,24.02,In Transit,TRK828168038
573,807,18,3,02/03/22,06/03/22,08/03/22,25.11,Delivered,TRK892702263
574,808,6,2,29/06/23,09/07/23,,8.16,In Transit,TRK526087496
575,810,13,6,01/11/22,03/11/22,10/11/22,49.09,Delivered,TRK363992115
576,811,20,7,13/05/22,19/05/22,25/05/22,44.18,Delivered,TRK463328166
577,812,10,16,17/05/23,22/05/23,21/05/23,36.38,Delivered,TRK676550476
578,814,2,18,13/10/23,17/10/23,,41.42,Delivered,TRK711860037
579,816,22,9,30/01/22,02/02/22,04/02/22,49.28,In Transit,TRK432893357
580,817,2,15,25/01/22,02/02/22,03/02/22,27.78,Delivered,TRK426972785
581,818,11,13,12/05/24,22/05/24,21/05/24,18.79,Delivered,TRK105146931
582,819,1,18,26/09/23,28/09/23,,15.14,In Transit,TRK923991408
583,821,8,10,27/05/23,04/06/23,03/06/23,18.42,Delivered,TRK806974000
584,822,23,12,31/05/22,01/06/22,02/06/22,10.34,In Transit,TRK297908172
585,825,25,19,14/08/23,15/08/23,16/08/23,9.18,In Transit,TRK718951671
586,827,6,17,08/01/23,11/01/23,,34.65,Delivered,TRK541472999
587,829,1,15,31/05/23,08/06/23,10/06/23,29.35,In Transit,TRK237264053
588,830,3,3,01/07/24,03/07/24,,48.67,Delivered,TRK696798672
589,831,19,6,06/04/23,16/04/23,17/04/23,27.59,Delivered,TRK623592633
590,832,3,8,29/11/22,02/12/22,03/12/22,34.95,Delivered,TRK864003299
591,834,7,15,15/01/23,23/01/23,,42.84,Delivered,TRK978620157
592,836,3,10,04/05/24,05/05/24,,14.66,Delivered,TRK402978919
593,837,12,11,27/06/23,29/06/23,01/07/23,34.79,Delayed,TRK510574896
594,838,8,4,26/02/22,05/03/22,05/03/22,15.32,In Transit,TRK629592676
595,841,22,5,30/06/23,02/07/23,,19.61,Delivered,TRK377968517
596,842,2,12,11/12/23,15/12/23,17/12/23,18.77,In Transit,TRK918285674
597,844,3,4,14/07/24,19/07/24,20/07/24,29.37,In Transit,TRK979705694
598,845,4,6,28/10/24,01/11/24,03/11/24,44.41,Delivered,TRK412803707
599,847,15,11,06/09/22,12/09/22,,16.11,In Transit,TRK690365171
600,848,2,9,29/06/24,07/07/24,,42.2,Delivered,TRK420191068
601,852,16,4,07/03/24,15/03/24,,47.46,Delivered,TRK227923995
602,853,20,5,12/09/22,13/09/22,16/09/22,27.79,Delivered,TRK185375648
603,854,7,19,13/04/22,16/04/22,18/04/22,9.09,Delivered,TRK458335958
604,855,9,19,08/03/24,15/03/24,16/03/24,42.87,In Transit,TRK116987193
605,857,7,11,16/06/24,22/06/24,23/06/24,32.21,Delivered,TRK618599970
606,862,10,6,28/08/24,05/09/24,,20.25,Delivered,TRK338144123
607,863,15,1,20/02/22,01/03/22,28/02/22,35.41,Delivered,TRK501546967
608,864,19,10,01/03/22,10/03/22,11/03/22,25.41,In Transit,TRK144581764
609,865,15,1,05/12/22,10/12/22,09/12/22,46.54,Lost,TRK584806079
610,866,11,15,22/10/22,26/10/22,,10.94,In Transit,TRK996679254
611,867,2,12,29/01/24,02/02/24,03/02/24,24.44,Delivered,TRK653452307
612,869,2,13,25/02/23,07/03/23,07/03/23,32.16,Delivered,TRK768663905
613,870,10,1,12/02/24,22/02/24,,27.18,Delivered,TRK487748852
614,871,8,4,11/10/24,14/10/24,16/10/24,47.09,In Transit,TRK650922847
615,872,25,9,02/10/23,06/10/23,05/10/23,38.8,Delayed,TRK685384036
616,873,4,15,13/05/22,14/05/22,15/05/22,23.27,In Transit,TRK467809988
617,875,22,14,15/06/22,19/06/22,19/06/22,29.51,Delivered,TRK926529378
618,876,21,15,09/10/23,15/10/23,17/10/23,5.82,Delivered,TRK545952765
619,881,6,20,01/08/23,09/08/23,09/08/23,32.51,Delivered,TRK120341897
620,884,21,9,26/06/23,03/07/23,10/07/23,23.31,Delivered,TRK749995159
621,885,18,13,05/11/22,10/11/22,,42.38,Delivered,TRK870602207
622,886,20,7,30/04/24,06/05/24,08/05/24,25.46,Delivered,TRK403025685
623,887,4,10,16/06/23,24/06/23,25/06/23,33.72,In Transit,TRK559042229
624,888,20,12,17/04/22,25/04/22,27/04/22,44.25,Delivered,TRK680966798
625,889,25,18,25/04/24,01/05/24,03/05/24,35.27,Delivered,TRK178023092
626,890,11,5,25/02/24,02/03/24,,29.07,Delivered,TRK696185029
627,892,22,17,10/07/24,15/07/24,14/07/24,29.62,In Transit,TRK933312664
628,893,22,9,30/09/22,05/10/22,04/10/22,14.55,In Transit,TRK916284595
629,894,21,8,12/12/23,22/12/23,22/12/23,21.6,Delivered,TRK948374989
630,897,14,5,28/03/22,04/04/22,08/04/22,22.8,Delivered,TRK611719360
631,899,9,17,22/08/22,31/08/22,30/08/22,45,Delivered,TRK385942282
632,902,7,5,28/02/23,10/03/23,,7.12,Delivered,TRK225941788
633,903,2,3,19/06/23,24/06/23,,42.4,Delivered,TRK577039592
634,904,20,16,14/01/23,24/01/23,23/01/23,22.05,Delivered,TRK579683286
635,906,11,1,18/04/24,20/04/24,19/04/24,14.57,Delivered,TRK906405598
636,907,22,3,18/07/23,20/07/23,,23.24,Delivered,TRK565229885
637,909,3,8,04/11/24,10/11/24,,21.18,Delivered,TRK790679879
638,910,23,13,21/02/24,02/03/24,03/03/24,20.38,In Transit,TRK285698797
639,911,13,16,24/12/23,02/01/24,,38.55,Delivered,TRK296884347
640,912,20,12,18/07/24,22/07/24,24/07/24,22.91,Delivered,TRK735299386
641,913,8,12,28/04/22,06/05/22,08/05/22,7.51,Delivered,TRK960268334
642,915,15,1,06/10/24,13/10/24,14/10/24,17.38,Delivered,TRK432628683
643,917,14,11,14/05/23,22/05/23,26/05/23,30.73,Delivered,TRK238968536
644,918,22,19,18/11/23,26/11/23,27/11/23,48.49,In Transit,TRK208338610
645,920,18,16,20/03/23,23/03/23,24/03/23,20.05,In Transit,TRK829040714
646,921,5,5,18/03/22,21/03/22,,35.33,Delivered,TRK214922903
647,922,18,14,11/04/23,19/04/23,21/04/23,34.88,In Transit,TRK838422110
648,923,19,4,28/01/24,31/01/24,30/01/24,5.27,Lost,TRK974269598
649,925,18,19,27/09/23,07/10/23,09/10/23,45.14,In Transit,TRK309789237
650,926,3,5,26/04/22,30/04/22,,15.52,Lost,TRK943928673
651,927,5,15,24/05/23,02/06/23,06/06/23,19.82,In Transit,TRK368709376
652,928,17,2,02/05/22,05/05/22,07/05/22,48.63,Delivered,TRK392687106
653,929,21,8,03/05/22,11/05/22,11/05/22,6.3,Delivered,TRK769712312
654,930,22,7,21/01/22,22/01/22,24/01/22,38.74,In Transit,TRK855965750
655,931,1,19,26/05/23,28/05/23,27/05/23,36.85,Delivered,TRK653824833
656,936,22,1,14/05/22,20/05/22,22/05/22,43.11,Delayed,TRK718922996
657,937,13,10,01/09/23,08/09/23,12/09/23,48.59,Delivered,TRK609248496
658,938,6,13,27/01/23,03/02/23,07/02/23,44.33,Delivered,TRK884776608
659,939,19,19,28/08/22,05/09/22,04/09/22,22.95,Delivered,TRK364673631
660,940,17,8,15/03/23,16/03/23,,34.15,In Transit,TRK229116258
661,941,6,6,19/04/23,29/04/23,29/04/23,6.17,Delivered,TRK256346715
662,942,8,12,04/01/23,08/01/23,08/01/23,23.42,Delivered,TRK510762043
663,945,13,11,26/02/22,01/03/22,02/03/22,24.74,In Transit,TRK695474763
664,947,15,20,18/10/24,22/10/24,21/10/24,47.7,Delivered,TRK435907652
665,948,13,10,06/08/22,12/08/22,11/08/22,10.58,Delivered,TRK373099113
